	Anolis_carolinensis	Astyanax_mexicanus	Bos_taurus	Callithrix_jacchus	Canis_lupus	Chinchilla_lanigera	Danio_rerio	Gadus_morhua	Gallus_gallus	Homo_sapiens	Macaca_mulatta	Monodelphis_domestica	Mus_musculus	Oreochromis_niloticus	Ornithorhynchus_anatinus	Oryctolagus_cuniculus	Oryzias_latipes	Ovis_aries	Rattus_norvegicus	Sus_scrofa	Xenopus_tropicalis
OG0033668															Ornithorhynchus_anatinus_ENSOANG00000028344						
OG0033669															Ornithorhynchus_anatinus_ENSOANG00000032150						
OG0033670															Ornithorhynchus_anatinus_ENSOANG00000030583						
OG0033671															Ornithorhynchus_anatinus_ENSOANG00000021068						
OG0033672															Ornithorhynchus_anatinus_ENSOANG00000028459						
OG0033673															Ornithorhynchus_anatinus_ENSOANG00000005829						
OG0033674															Ornithorhynchus_anatinus_ENSOANG00000030456						
OG0033675															Ornithorhynchus_anatinus_ENSOANG00000031237						
OG0033676															Ornithorhynchus_anatinus_ENSOANG00000021854						
OG0033677															Ornithorhynchus_anatinus_ENSOANG00000010989						
OG0033678															Ornithorhynchus_anatinus_ENSOANG00000030523						
OG0033679															Ornithorhynchus_anatinus_ENSOANG00000020832						
OG0033680															Ornithorhynchus_anatinus_ENSOANG00000012037						
OG0033681															Ornithorhynchus_anatinus_ENSOANG00000031786						
OG0033682															Ornithorhynchus_anatinus_ENSOANG00000031452						
OG0033683															Ornithorhynchus_anatinus_ENSOANG00000022509						
OG0033684															Ornithorhynchus_anatinus_ENSOANG00000020402						
OG0033685															Ornithorhynchus_anatinus_ENSOANG00000022264						
OG0033686															Ornithorhynchus_anatinus_ENSOANG00000028901						
OG0033687															Ornithorhynchus_anatinus_ENSOANG00000028934						
OG0033688															Ornithorhynchus_anatinus_ENSOANG00000003385						
OG0033689															Ornithorhynchus_anatinus_ENSOANG00000030375						
OG0033690															Ornithorhynchus_anatinus_ENSOANG00000021881						
OG0033691															Ornithorhynchus_anatinus_ENSOANG00000029294						
OG0033692															Ornithorhynchus_anatinus_ENSOANG00000031497						
OG0033693															Ornithorhynchus_anatinus_ENSOANG00000029672						
OG0033694															Ornithorhynchus_anatinus_ENSOANG00000030409						
OG0033695															Ornithorhynchus_anatinus_ENSOANG00000013704						
OG0033696															Ornithorhynchus_anatinus_ENSOANG00000028295						
OG0033697															Ornithorhynchus_anatinus_ENSOANG00000002546						
OG0033698															Ornithorhynchus_anatinus_ENSOANG00000015709						
OG0033699															Ornithorhynchus_anatinus_ENSOANG00000029266						
OG0033700															Ornithorhynchus_anatinus_ENSOANG00000002920						
OG0033701															Ornithorhynchus_anatinus_ENSOANG00000029994						
OG0033702															Ornithorhynchus_anatinus_ENSOANG00000022741						
OG0033703															Ornithorhynchus_anatinus_ENSOANG00000029250						
OG0033704															Ornithorhynchus_anatinus_ENSOANG00000022569						
OG0033705															Ornithorhynchus_anatinus_ENSOANG00000005899						
OG0033706															Ornithorhynchus_anatinus_ENSOANG00000008305						
OG0033707															Ornithorhynchus_anatinus_ENSOANG00000030541						
OG0033708															Ornithorhynchus_anatinus_ENSOANG00000020162						
OG0033709															Ornithorhynchus_anatinus_ENSOANG00000030696						
OG0033710															Ornithorhynchus_anatinus_ENSOANG00000019915						
OG0033711															Ornithorhynchus_anatinus_ENSOANG00000030765						
OG0033712															Ornithorhynchus_anatinus_ENSOANG00000028904						
OG0033713															Ornithorhynchus_anatinus_ENSOANG00000004752						
OG0033714															Ornithorhynchus_anatinus_ENSOANG00000028678						
OG0033715															Ornithorhynchus_anatinus_ENSOANG00000028892						
OG0033716															Ornithorhynchus_anatinus_ENSOANG00000020212						
OG0033717															Ornithorhynchus_anatinus_ENSOANG00000028455						
OG0033718															Ornithorhynchus_anatinus_ENSOANG00000020422						
OG0033719															Ornithorhynchus_anatinus_ENSOANG00000020421						
OG0033720															Ornithorhynchus_anatinus_ENSOANG00000028505						
OG0033721															Ornithorhynchus_anatinus_ENSOANG00000028358						
OG0033722															Ornithorhynchus_anatinus_ENSOANG00000031826						
OG0033723															Ornithorhynchus_anatinus_ENSOANG00000030195						
OG0033724															Ornithorhynchus_anatinus_ENSOANG00000022360						
OG0033725															Ornithorhynchus_anatinus_ENSOANG00000003334						
OG0033726															Ornithorhynchus_anatinus_ENSOANG00000021821						
OG0033727															Ornithorhynchus_anatinus_ENSOANG00000020752						
OG0033728															Ornithorhynchus_anatinus_ENSOANG00000019811						
OG0033729															Ornithorhynchus_anatinus_ENSOANG00000020114						
OG0033730															Ornithorhynchus_anatinus_ENSOANG00000031166						
OG0033731															Ornithorhynchus_anatinus_ENSOANG00000029932						
OG0033732															Ornithorhynchus_anatinus_ENSOANG00000020756						
OG0033733															Ornithorhynchus_anatinus_ENSOANG00000030049						
OG0033734															Ornithorhynchus_anatinus_ENSOANG00000030311						
OG0033735															Ornithorhynchus_anatinus_ENSOANG00000031662						
OG0033736															Ornithorhynchus_anatinus_ENSOANG00000032074						
OG0033737															Ornithorhynchus_anatinus_ENSOANG00000020723						
OG0033738															Ornithorhynchus_anatinus_ENSOANG00000031255						
OG0033739															Ornithorhynchus_anatinus_ENSOANG00000029865						
OG0033740															Ornithorhynchus_anatinus_ENSOANG00000003681						
OG0033741															Ornithorhynchus_anatinus_ENSOANG00000028245						
OG0033742															Ornithorhynchus_anatinus_ENSOANG00000022713						
OG0033743															Ornithorhynchus_anatinus_ENSOANG00000003234						
OG0033744															Ornithorhynchus_anatinus_ENSOANG00000022295						
OG0033745															Ornithorhynchus_anatinus_ENSOANG00000013828						
OG0033746															Ornithorhynchus_anatinus_ENSOANG00000022196						
OG0033747															Ornithorhynchus_anatinus_ENSOANG00000004531						
OG0033748															Ornithorhynchus_anatinus_ENSOANG00000009509						
OG0033749															Ornithorhynchus_anatinus_ENSOANG00000005907						
OG0033750															Ornithorhynchus_anatinus_ENSOANG00000005155						
OG0033751															Ornithorhynchus_anatinus_ENSOANG00000028612						
OG0033752															Ornithorhynchus_anatinus_ENSOANG00000032100						
OG0033753															Ornithorhynchus_anatinus_ENSOANG00000013089						
OG0033754															Ornithorhynchus_anatinus_ENSOANG00000032139						
OG0033755															Ornithorhynchus_anatinus_ENSOANG00000020089						
OG0033756															Ornithorhynchus_anatinus_ENSOANG00000032192						
OG0033757															Ornithorhynchus_anatinus_ENSOANG00000031347						
OG0033758															Ornithorhynchus_anatinus_ENSOANG00000004359						
OG0033759															Ornithorhynchus_anatinus_ENSOANG00000021931						
OG0033760															Ornithorhynchus_anatinus_ENSOANG00000020174						
OG0033761															Ornithorhynchus_anatinus_ENSOANG00000030255						
OG0033762															Ornithorhynchus_anatinus_ENSOANG00000029389						
OG0033763															Ornithorhynchus_anatinus_ENSOANG00000031143						
OG0033764															Ornithorhynchus_anatinus_ENSOANG00000014324						
OG0033765															Ornithorhynchus_anatinus_ENSOANG00000032290						
OG0033766															Ornithorhynchus_anatinus_ENSOANG00000029899						
OG0033767															Ornithorhynchus_anatinus_ENSOANG00000031442						
OG0033768															Ornithorhynchus_anatinus_ENSOANG00000028666						
OG0033769															Ornithorhynchus_anatinus_ENSOANG00000029037						
OG0033770															Ornithorhynchus_anatinus_ENSOANG00000030432						
OG0033771															Ornithorhynchus_anatinus_ENSOANG00000011874						
OG0033772															Ornithorhynchus_anatinus_ENSOANG00000021686						
OG0033773															Ornithorhynchus_anatinus_ENSOANG00000021230						
OG0033774															Ornithorhynchus_anatinus_ENSOANG00000031405						
OG0033775															Ornithorhynchus_anatinus_ENSOANG00000029209						
OG0033776															Ornithorhynchus_anatinus_ENSOANG00000007739						
OG0033777															Ornithorhynchus_anatinus_ENSOANG00000019852						
OG0033778															Ornithorhynchus_anatinus_ENSOANG00000032024						
OG0033779															Ornithorhynchus_anatinus_ENSOANG00000032299						
OG0033780															Ornithorhynchus_anatinus_ENSOANG00000030343						
OG0033781															Ornithorhynchus_anatinus_ENSOANG00000004565						
OG0033782															Ornithorhynchus_anatinus_ENSOANG00000021986						
OG0033783															Ornithorhynchus_anatinus_ENSOANG00000019791						
OG0033784															Ornithorhynchus_anatinus_ENSOANG00000019790						
OG0033785															Ornithorhynchus_anatinus_ENSOANG00000029409						
OG0033786															Ornithorhynchus_anatinus_ENSOANG00000031871						
OG0033787															Ornithorhynchus_anatinus_ENSOANG00000019789						
OG0033788															Ornithorhynchus_anatinus_ENSOANG00000029249						
OG0033789															Ornithorhynchus_anatinus_ENSOANG00000004727						
OG0033790															Ornithorhynchus_anatinus_ENSOANG00000029182						
OG0033791															Ornithorhynchus_anatinus_ENSOANG00000022118						
OG0033792															Ornithorhynchus_anatinus_ENSOANG00000028506						
OG0033793															Ornithorhynchus_anatinus_ENSOANG00000020790						
OG0033794															Ornithorhynchus_anatinus_ENSOANG00000012803						
OG0033795															Ornithorhynchus_anatinus_ENSOANG00000028695						
OG0033796															Ornithorhynchus_anatinus_ENSOANG00000030021						
OG0033797															Ornithorhynchus_anatinus_ENSOANG00000030566						
OG0033798															Ornithorhynchus_anatinus_ENSOANG00000019768						
OG0033799															Ornithorhynchus_anatinus_ENSOANG00000031341						
OG0033800															Ornithorhynchus_anatinus_ENSOANG00000021472						
OG0033801															Ornithorhynchus_anatinus_ENSOANG00000020258						
OG0033802															Ornithorhynchus_anatinus_ENSOANG00000020770						
OG0033803															Ornithorhynchus_anatinus_ENSOANG00000011233						
OG0033804															Ornithorhynchus_anatinus_ENSOANG00000029220						
OG0033805															Ornithorhynchus_anatinus_ENSOANG00000030056						
OG0033806															Ornithorhynchus_anatinus_ENSOANG00000031680						
OG0033807															Ornithorhynchus_anatinus_ENSOANG00000013821						
OG0033808															Ornithorhynchus_anatinus_ENSOANG00000022529						
OG0033809															Ornithorhynchus_anatinus_ENSOANG00000029176						
OG0033810															Ornithorhynchus_anatinus_ENSOANG00000028830						
OG0033811															Ornithorhynchus_anatinus_ENSOANG00000019936						
OG0033812															Ornithorhynchus_anatinus_ENSOANG00000031619						
OG0033813															Ornithorhynchus_anatinus_ENSOANG00000015353						
OG0033814															Ornithorhynchus_anatinus_ENSOANG00000012056						
OG0033815															Ornithorhynchus_anatinus_ENSOANG00000022592						
OG0033816															Ornithorhynchus_anatinus_ENSOANG00000031020						
OG0033817															Ornithorhynchus_anatinus_ENSOANG00000020011						
OG0033818															Ornithorhynchus_anatinus_ENSOANG00000030600						
OG0033819															Ornithorhynchus_anatinus_ENSOANG00000029906						
OG0033820															Ornithorhynchus_anatinus_ENSOANG00000029279						
OG0033821															Ornithorhynchus_anatinus_ENSOANG00000030759						
OG0033822															Ornithorhynchus_anatinus_ENSOANG00000028439						
OG0033823															Ornithorhynchus_anatinus_ENSOANG00000020920						
OG0033824															Ornithorhynchus_anatinus_ENSOANG00000001928						
OG0033825															Ornithorhynchus_anatinus_ENSOANG00000030216						
OG0033826															Ornithorhynchus_anatinus_ENSOANG00000002168						
OG0033827															Ornithorhynchus_anatinus_ENSOANG00000031408						
OG0033828															Ornithorhynchus_anatinus_ENSOANG00000003838						
OG0033829															Ornithorhynchus_anatinus_ENSOANG00000029013						
OG0033830															Ornithorhynchus_anatinus_ENSOANG00000021356						
OG0033831															Ornithorhynchus_anatinus_ENSOANG00000030394						
OG0033832															Ornithorhynchus_anatinus_ENSOANG00000030773						
OG0033833															Ornithorhynchus_anatinus_ENSOANG00000012704						
OG0033834															Ornithorhynchus_anatinus_ENSOANG00000028562						
OG0033835															Ornithorhynchus_anatinus_ENSOANG00000012196						
OG0033836															Ornithorhynchus_anatinus_ENSOANG00000019802						
OG0033837															Ornithorhynchus_anatinus_ENSOANG00000003238						
OG0033838															Ornithorhynchus_anatinus_ENSOANG00000020060						
OG0033839															Ornithorhynchus_anatinus_ENSOANG00000011302						
OG0033840															Ornithorhynchus_anatinus_ENSOANG00000031382						
OG0033841															Ornithorhynchus_anatinus_ENSOANG00000030769						
OG0033842															Ornithorhynchus_anatinus_ENSOANG00000021750						
OG0033843															Ornithorhynchus_anatinus_ENSOANG00000015284						
OG0033844															Ornithorhynchus_anatinus_ENSOANG00000012279						
OG0033845															Ornithorhynchus_anatinus_ENSOANG00000019916						
OG0033846															Ornithorhynchus_anatinus_ENSOANG00000000174						
OG0033847															Ornithorhynchus_anatinus_ENSOANG00000030525						
OG0033848															Ornithorhynchus_anatinus_ENSOANG00000030206						
OG0033849															Ornithorhynchus_anatinus_ENSOANG00000030967						
OG0033850															Ornithorhynchus_anatinus_ENSOANG00000022173						
OG0033851															Ornithorhynchus_anatinus_ENSOANG00000029940						
OG0033852															Ornithorhynchus_anatinus_ENSOANG00000029086						
OG0033853															Ornithorhynchus_anatinus_ENSOANG00000011909						
OG0033854															Ornithorhynchus_anatinus_ENSOANG00000029790						
OG0033855															Ornithorhynchus_anatinus_ENSOANG00000032285						
OG0033856															Ornithorhynchus_anatinus_ENSOANG00000028967						
OG0033857															Ornithorhynchus_anatinus_ENSOANG00000028833						
OG0033858															Ornithorhynchus_anatinus_ENSOANG00000021780						
OG0033859															Ornithorhynchus_anatinus_ENSOANG00000001931						
